images,labels,base_images,x,y
L_07_05_16_DSC00544_S1.JPG,4,L_07_05_16_DSC00544_S1,1759.5,1261.5
L_07_05_16_DSC00544_S2.JPG,4,L_07_05_16_DSC00544_S2,233.0,1359.5
L_07_05_16_DSC00545_S4.JPG,4,L_07_05_16_DSC00545_S4,1983.5,821.5
L_07_05_16_DSC00545_S4.JPG,4,L_07_05_16_DSC00545_S4,1975.0,816.0
L_07_05_16_DSC00545_S4.JPG,4,L_07_05_16_DSC00545_S4,1969.0,798.5
L_07_05_16_DSC00545_S4.JPG,4,L_07_05_16_DSC00545_S4,1989.0,787.0
L_07_05_16_DSC00545_S5.JPG,4,L_07_05_16_DSC00545_S5,464.5,885.0
L_07_05_16_DSC00545_S5.JPG,4,L_07_05_16_DSC00545_S5,144.5,831.0
L_07_05_16_DSC00545_S5.JPG,4,L_07_05_16_DSC00545_S5,147.5,842.5
L_07_05_16_DSC00545_S5.JPG,4,L_07_05_16_DSC00545_S5,13.5,787.0
L_07_05_16_DSC00550_S0.JPG,1,L_07_05_16_DSC00550_S0,1311.0,1664.5
L_07_05_16_DSC00550_S1.JPG,1,L_07_05_16_DSC00550_S1,1939.0,721.0
L_07_05_16_DSC00551_S0.JPG,4,L_07_05_16_DSC00551_S0,1862.0,210.0
L_07_05_16_DSC00551_S0.JPG,4,L_07_05_16_DSC00551_S0,1774.0,281.0
L_07_05_16_DSC00551_S0.JPG,4,L_07_05_16_DSC00551_S0,1685.0,155.0
L_07_05_16_DSC00551_S3.JPG,1,L_07_05_16_DSC00551_S3,1527.0,1573.0
L_07_05_16_DSC00551_S5.JPG,1,L_07_05_16_DSC00551_S5,143.5,774.0
L_07_05_16_DSC00552_S0.JPG,4,L_07_05_16_DSC00552_S0,1863.5,1839.5
L_07_05_16_DSC00552_S3.JPG,4,L_07_05_16_DSC00552_S3,1955.5,108.5
L_07_05_16_DSC00552_S3.JPG,4,L_07_05_16_DSC00552_S3,1858.0,193.0
L_07_05_16_DSC00552_S3.JPG,4,L_07_05_16_DSC00552_S3,1769.0,39.0
L_07_05_16_DSC00553_S3.JPG,4,L_07_05_16_DSC00553_S3,1902.5,1919.5
L_07_05_16_DSC00553_S3.JPG,4,L_07_05_16_DSC00553_S3,1712.5,1856.0
L_07_05_16_DSC00553_S3.JPG,4,L_07_05_16_DSC00553_S3,1810.5,1670.5
L_07_05_16_DSC00557_S1.JPG,3,L_07_05_16_DSC00557_S1,856.0,1287.5
L_07_05_16_DSC00558_S4.JPG,3,L_07_05_16_DSC00558_S4,934.0,1276.5
L_07_05_16_DSC00559_S2.JPG,3,L_07_05_16_DSC00559_S2,1449.0,1420.0
L_07_05_16_DSC00560_S2.JPG,3,L_07_05_16_DSC00560_S2,955.0,1385.0
L_07_05_16_DSC00560_S5.JPG,3,L_07_05_16_DSC00560_S5,1743.0,1353.0
L_07_05_16_DSC00561_S0.JPG,3,L_07_05_16_DSC00561_S0,888.5,169.5
L_07_05_16_DSC00561_S5.JPG,3,L_07_05_16_DSC00561_S5,931.5,1232.5
L_07_05_16_DSC00562_S1.JPG,1,L_07_05_16_DSC00562_S1,1467.0,61.5
L_07_05_16_DSC00562_S3.JPG,3,L_07_05_16_DSC00562_S3,1296.5,585.5
L_07_05_16_DSC00563_S0.JPG,3,L_07_05_16_DSC00563_S0,1798.0,589.5
L_07_05_16_DSC00563_S1.JPG,1,L_07_05_16_DSC00563_S1,1856.5,1968.0
L_07_05_16_DSC00563_S1.JPG,3,L_07_05_16_DSC00563_S1,1193.5,760.0
L_07_05_16_DSC00563_S1.JPG,4,L_07_05_16_DSC00563_S1,175.5,1106.0
L_07_05_16_DSC00563_S1.JPG,4,L_07_05_16_DSC00563_S1,20.0,1131.0
L_07_05_16_DSC00564_S0.JPG,3,L_07_05_16_DSC00564_S0,1502.0,1215.5
L_07_05_16_DSC00564_S3.JPG,4,L_07_05_16_DSC00564_S3,1984.0,977.5
L_07_05_16_DSC00564_S3.JPG,3,L_07_05_16_DSC00564_S3,1723.5,437.5
L_07_05_16_DSC00564_S4.JPG,4,L_07_05_16_DSC00564_S4,147.5,950.0
L_07_05_16_DSC00564_S4.JPG,3,L_07_05_16_DSC00564_S4,1154.0,569.0
L_07_05_16_DSC00564_S4.JPG,1,L_07_05_16_DSC00564_S4,1836.5,1718.0
L_07_05_16_DSC00565_S2.JPG,3,L_07_05_16_DSC00565_S2,1430.5,1868.0
L_07_05_16_DSC00565_S3.JPG,3,L_07_05_16_DSC00565_S3,1870.0,1458.0
L_07_05_16_DSC00572_S2.JPG,3,L_07_05_16_DSC00572_S2,539.0,1156.0
L_07_05_16_DSC00573_S2.JPG,3,L_07_05_16_DSC00573_S2,494.0,1229.5
L_07_05_16_DSC00573_S5.JPG,3,L_07_05_16_DSC00573_S5,663.5,1395.0
L_07_05_16_DSC00574_S1.JPG,3,L_07_05_16_DSC00574_S1,378.0,113.5
L_07_05_16_DSC00574_S5.JPG,3,L_07_05_16_DSC00574_S5,796.5,1748.5
L_07_05_16_DSC00575_S4.JPG,3,L_07_05_16_DSC00575_S4,727.5,86.5
L_07_05_16_DSC00576_S0.JPG,3,L_07_05_16_DSC00576_S0,1503.5,669.5
L_07_05_16_DSC00576_S1.JPG,3,L_07_05_16_DSC00576_S1,863.5,1718.5
L_07_05_16_DSC00577_S3.JPG,3,L_07_05_16_DSC00577_S3,1723.0,1234.0
L_07_05_16_DSC00578_S0.JPG,3,L_07_05_16_DSC00578_S0,406.0,1067.5
L_07_05_16_DSC00579_S0.JPG,3,L_07_05_16_DSC00579_S0,596.5,1748.5
L_07_05_16_DSC00579_S3.JPG,3,L_07_05_16_DSC00579_S3,625.5,1058.5
L_07_05_16_DSC00585_S1.JPG,3,L_07_05_16_DSC00585_S1,884.0,729.5
L_07_05_16_DSC00586_S4.JPG,3,L_07_05_16_DSC00586_S4,939.0,743.0
L_07_05_16_DSC00601_S0.JPG,3,L_07_05_16_DSC00601_S0,1581.0,475.5
L_07_05_16_DSC00601_S1.JPG,1,L_07_05_16_DSC00601_S1,270.5,63.0
L_07_05_16_DSC00601_S1.JPG,1,L_07_05_16_DSC00601_S1,1124.0,1079.5
L_07_05_16_DSC00602_S3.JPG,3,L_07_05_16_DSC00602_S3,1762.5,741.0
L_07_05_16_DSC00602_S4.JPG,1,L_07_05_16_DSC00602_S4,468.0,261.0
L_07_05_16_DSC00602_S4.JPG,1,L_07_05_16_DSC00602_S4,1418.5,1324.5
L_07_05_16_DSC00603_S0.JPG,2,L_07_05_16_DSC00603_S0,577.5,313.5
L_07_05_16_DSC00603_S0.JPG,2,L_07_05_16_DSC00603_S0,102.5,747.0
L_07_05_16_DSC00603_S0.JPG,2,L_07_05_16_DSC00603_S0,267.0,945.5
L_07_05_16_DSC00603_S0.JPG,2,L_07_05_16_DSC00603_S0,106.0,980.5
L_07_05_16_DSC00604_S0.JPG,2,L_07_05_16_DSC00604_S0,1943.0,1634.0
L_07_05_16_DSC00604_S0.JPG,2,L_07_05_16_DSC00604_S0,32.5,1441.0
L_07_05_16_DSC00604_S1.JPG,2,L_07_05_16_DSC00604_S1,83.5,1541.5
L_07_05_16_DSC00604_S1.JPG,2,L_07_05_16_DSC00604_S1,165.5,1816.5
L_07_05_16_DSC00604_S1.JPG,2,L_07_05_16_DSC00604_S1,74.5,1861.0
L_07_05_16_DSC00604_S1.JPG,2,L_07_05_16_DSC00604_S1,275.5,1897.5
L_07_05_16_DSC00604_S1.JPG,2,L_07_05_16_DSC00604_S1,153.5,1926.5
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,888.0,541.0
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,259.0,489.0
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,639.0,1244.5
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,424.0,1238.5
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,413.0,1000.0
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,308.5,990.5
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,244.5,1010.5
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,210.0,1098.5
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,106.0,949.5
L_07_05_16_DSC00604_S3.JPG,2,L_07_05_16_DSC00604_S3,107.5,1910.0
L_07_05_16_DSC00605_S3.JPG,2,L_07_05_16_DSC00605_S3,159.0,167.0
L_07_05_16_DSC00605_S3.JPG,2,L_07_05_16_DSC00605_S3,32.5,1825.5
L_07_05_16_DSC00612_S2.JPG,3,L_07_05_16_DSC00612_S2,127.0,71.5
L_07_05_16_DSC00612_S4.JPG,3,L_07_05_16_DSC00612_S4,1200.0,261.5
L_07_05_16_DSC00613_S5.JPG,3,L_07_05_16_DSC00613_S5,591.5,331.5
L_07_05_16_DSC00618_S1.JPG,4,L_07_05_16_DSC00618_S1,1527.0,876.5
L_07_05_16_DSC00619_S4.JPG,4,L_07_05_16_DSC00619_S4,1832.5,1204.0
L_07_05_16_DSC00630_S0.JPG,2,L_07_05_16_DSC00630_S0,206.5,931.5
L_07_05_16_DSC00630_S0.JPG,2,L_07_05_16_DSC00630_S0,98.0,1767.0
L_07_05_16_DSC00630_S0.JPG,2,L_07_05_16_DSC00630_S0,37.0,1870.5
L_07_05_16_DSC00630_S3.JPG,2,L_07_05_16_DSC00630_S3,52.0,313.0
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,1554.5,60.0
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,1890.0,217.0
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,1271.0,139.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,1212.5,190.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,1167.5,659.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,957.0,576.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,1088.5,996.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,874.5,1002.0
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,798.5,1085.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,424.0,925.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,290.0,808.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,349.0,1118.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,52.0,974.0
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,18.5,1059.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,103.5,1863.5
L_07_05_16_DSC00631_S0.JPG,2,L_07_05_16_DSC00631_S0,58.5,1956.5
L_07_05_16_DSC00631_S3.JPG,2,L_07_05_16_DSC00631_S3,328.5,258.0
L_07_05_16_DSC00631_S3.JPG,2,L_07_05_16_DSC00631_S3,552.5,308.0
L_07_05_16_DSC00631_S3.JPG,2,L_07_05_16_DSC00631_S3,90.5,1142.5
L_07_05_16_DSC00631_S3.JPG,2,L_07_05_16_DSC00631_S3,23.5,1094.0
L_07_05_16_DSC00631_S3.JPG,2,L_07_05_16_DSC00631_S3,598.5,1520.0
L_07_05_16_DSC00631_S3.JPG,2,L_07_05_16_DSC00631_S3,309.0,1821.5
L_07_05_16_DSC00631_S3.JPG,2,L_07_05_16_DSC00631_S3,27.0,1494.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,590.5,343.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,546.5,356.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,451.5,361.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,28.0,185.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,21.0,341.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,1748.0,407.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,1809.0,541.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,1517.5,612.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,1452.5,666.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,1393.0,1148.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,1178.0,1061.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,15.0,1094.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,487.5,1230.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,607.5,1353.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,203.5,1377.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,147.0,1472.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,81.0,1568.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,485.5,1569.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,1279.5,1470.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,1060.0,1461.0
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,963.5,1520.5
L_07_05_16_DSC00632_S3.JPG,2,L_07_05_16_DSC00632_S3,12.5,1740.0
L_07_05_16_DSC00632_S4.JPG,2,L_07_05_16_DSC00632_S4,138.5,760.0
L_07_05_16_DSC00633_S0.JPG,2,L_07_05_16_DSC00633_S0,1359.0,1981.0
L_07_05_16_DSC00633_S3.JPG,2,L_07_05_16_DSC00633_S3,1359.0,8.5
L_07_05_16_DSC00633_S3.JPG,2,L_07_05_16_DSC00633_S3,1346.0,107.5
L_07_05_16_DSC00642_S1.JPG,5,L_07_05_16_DSC00642_S1,1008.5,1653.5
L_07_05_16_DSC00645_S1.JPG,1,L_07_05_16_DSC00645_S1,1407.5,1558.0
