images,labels,scores,dscores,x,y,count_1,count_2,count_3,count_4,count_5,count_6,species
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.9242266416549683,0.08163803070783615,606.0,24.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.6199160814285278,0.0472366027534008,0.0,26.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.9081621766090393,0.05318746343255043,616.0,26.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.5649930834770203,0.05168396607041359,24.0,110.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.5649930834770203,0.05291397124528885,22.0,112.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.040648628026247025,0.04596983641386032,2061.0,178.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.01904774084687233,0.04051130264997482,756.0,232.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.9992285966873169,0.04531678557395935,3995.0,385.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.99580979347229,0.18049860000610352,4009.0,408.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.3215464651584625,0.071989044547081,2065.0,459.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.973197340965271,0.04009375348687172,3959.0,460.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.3215464651584625,0.07328042387962341,2066.0,462.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.3647611737251282,0.05964792147278786,3879.0,472.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.9986496567726135,0.06583797931671143,3815.0,479.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.9810534119606018,0.13447098433971405,3957.0,486.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.9983344674110413,0.16058021783828735,3828.0,490.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.005271832924336195,0.04180373623967171,1562.0,564.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.05630485713481903,0.04164518788456917,560.0,570.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.0158799160271883,0.04967651516199112,5449.0,622.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.0813034325838089,0.0427432544529438,3177.0,630.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,2,0.11476629972457886,0.06788313388824463,5455.0,855.0,0,4,1,0,0,53,elephant
07ae09515f31979da19adbb3d69544306e1bd731.JPG,2,0.11476629972457886,0.06909870356321335,5453.0,858.0,0,4,1,0,0,53,elephant
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.18384809792041779,0.08559870719909668,1238.0,881.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.7867691516876221,0.06948409974575043,1508.0,960.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.697141706943512,0.08428735285997391,1503.0,962.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.5971245765686035,0.10395900160074234,1542.0,1012.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.24397656321525574,0.04592325538396835,3926.0,1192.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.24397656321525574,0.11743775010108948,3926.0,1199.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.12901633977890015,0.04172729700803757,2841.0,1278.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.08320251107215881,0.05493002012372017,1563.0,1307.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.17864350974559784,0.04043139889836311,2859.0,1409.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.17864350974559784,0.040543973445892334,2862.0,1412.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.17864350974559784,0.05334062874317169,2857.0,1422.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.3981398344039917,0.08657384663820267,4649.0,1482.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,2,0.19449415802955627,0.06796456128358841,5453.0,1778.0,0,4,1,0,0,53,elephant
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.9999066591262817,0.1984979808330536,4636.0,1784.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.46915751695632935,0.1028575524687767,1550.0,1893.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.8339332342147827,0.12830117344856262,4978.0,1906.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.1783619225025177,0.08865686506032944,696.0,1958.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.1783619225025177,0.048445165157318115,700.0,1966.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.4447493255138397,0.06342882663011551,1116.0,2268.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.005796009674668312,0.051372576504945755,1502.0,2302.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.18767979741096497,0.07409980893135071,4215.0,2487.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.09679756313562393,0.04161405935883522,1914.0,2745.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.04302709549665451,0.06725578755140305,1908.0,2753.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.4519430994987488,0.08381184935569763,490.0,2869.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,3,0.31514400243759155,0.11681947112083435,3397.0,2963.0,0,4,1,0,0,53,kob
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.7722554206848145,0.15281130373477936,3366.0,3109.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.14084160327911377,0.05869061127305031,2709.0,3217.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,2,0.3670041561126709,0.07180258631706238,5459.0,3301.0,0,4,1,0,0,53,elephant
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.012165604159235954,0.044031307101249695,2163.0,3613.0,0,4,1,0,0,53,waterbuck
07ae09515f31979da19adbb3d69544306e1bd731.JPG,6,0.15909337997436523,0.04035572335124016,3853.0,3615.0,0,4,1,0,0,53,waterbuck
L_09_05_16_DSC09696.JPG,6,0.05373460426926613,0.03778548538684845,292.0,20.0,1,0,1,2,4,1,waterbuck
L_09_05_16_DSC09696.JPG,5,0.705923318862915,0.1874755322933197,3751.0,462.0,1,0,1,2,4,1,warthog
L_09_05_16_DSC09696.JPG,1,0.5751397013664246,0.10520311444997787,1038.0,672.0,1,0,1,2,4,1,buffalo
L_09_05_16_DSC09696.JPG,5,0.8530507683753967,0.11707251518964767,3073.0,712.0,1,0,1,2,4,1,warthog
L_09_05_16_DSC09696.JPG,4,0.17297454178333282,0.10303943604230881,3796.0,713.0,1,0,1,2,4,1,topi
L_09_05_16_DSC09696.JPG,3,0.26213130354881287,0.046192366629838943,1556.0,2799.0,1,0,1,2,4,1,kob
L_09_05_16_DSC09696.JPG,5,0.2834895849227905,0.041601069271564484,625.0,2944.0,1,0,1,2,4,1,warthog
L_09_05_16_DSC09696.JPG,4,0.00013037025928497314,0.04660767689347267,3859.0,3857.0,1,0,1,2,4,1,topi
L_09_05_16_DSC09696.JPG,5,0.925921618938446,0.16505937278270721,5047.0,3933.0,1,0,1,2,4,1,warthog
L_11_05_16_DSC01397.JPG,3,0.7557274103164673,0.180967777967453,3219.0,14.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9788374900817871,0.15373863279819489,4090.0,40.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9788374900817871,0.07578655332326889,4081.0,46.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9991099238395691,0.1828894168138504,4369.0,52.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9544202089309692,0.055361200124025345,4067.0,80.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9916252493858337,0.1446859985589981,4731.0,92.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9981616139411926,0.17512202262878418,5108.0,104.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9968920350074768,0.1474766582250595,5287.0,132.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.999091386795044,0.19127881526947021,3890.0,192.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9973971843719482,0.2061556726694107,3743.0,208.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9999271631240845,0.1882876753807068,2985.0,258.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9981853365898132,0.16143998503684998,3160.0,258.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9990781545639038,0.06535763293504715,2971.0,260.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9981853365898132,0.162833109498024,3159.0,260.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9771340489387512,0.18333734571933746,4463.0,282.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9981853365898132,0.06303505599498749,3143.0,284.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9925018548965454,0.1692035049200058,4540.0,290.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.992709755897522,0.07186543941497803,4505.0,316.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.992709755897522,0.0743323564529419,4503.0,318.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9993005990982056,0.19207336008548737,3757.0,320.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9756119251251221,0.14201276004314423,5483.0,328.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9996936321258545,0.1930270940065384,4993.0,340.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.996033251285553,0.18609753251075745,4269.0,436.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9979082345962524,0.15826773643493652,4155.0,494.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9781161546707153,0.14723831415176392,4116.0,499.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9702972769737244,0.04395706206560135,4719.0,506.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9975134134292603,0.18755704164505005,4713.0,524.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.999061644077301,0.19346539676189423,3918.0,608.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9987403750419617,0.1836761236190796,4589.0,640.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9932520985603333,0.19853155314922333,4318.0,684.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9966643452644348,0.19399946928024292,4164.0,697.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9985178112983704,0.189302459359169,3699.0,746.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9876282215118408,0.1768965721130371,4911.0,785.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9950850605964661,0.2012152224779129,3977.0,816.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9964553117752075,0.18773016333580017,5227.0,826.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9994379878044128,0.1641911417245865,4394.0,841.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9840440154075623,0.1479727178812027,5111.0,860.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9967472553253174,0.1875290423631668,4875.0,898.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.998271107673645,0.21460023522377014,3287.0,912.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9991729855537415,0.2002394050359726,5044.0,937.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9984982013702393,0.17904789745807648,4879.0,1060.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9957624077796936,0.17986804246902466,5053.0,1102.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9966225624084473,0.18225905299186707,4575.0,1128.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,6,0.29231202602386475,0.049813564866781235,94.0,1168.0,1,0,109,1,0,2,waterbuck
L_11_05_16_DSC01397.JPG,3,0.9965428709983826,0.18018807470798492,5265.0,1184.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9984495639801025,0.1948441118001938,3695.0,1204.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9775053858757019,0.08927350491285324,2224.0,1212.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9925382733345032,0.060384515672922134,4091.0,1213.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9984495639801025,0.04877975955605507,3697.0,1214.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9925382733345032,0.061504676938056946,4080.0,1214.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9963017702102661,0.21702463924884796,2226.0,1220.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9995338916778564,0.18135584890842438,4093.0,1222.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.998568058013916,0.19818180799484253,4831.0,1227.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.8792325854301453,0.10266139358282089,3657.0,1234.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9965421557426453,0.17400367558002472,5245.0,1238.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9997424483299255,0.1625916212797165,4927.0,1245.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9995747208595276,0.14744789898395538,4933.0,1247.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9992782473564148,0.1589937061071396,5377.0,1288.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9998633861541748,0.19528988003730774,3733.0,1316.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9994989633560181,0.17669153213500977,4134.0,1354.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9984115362167358,0.18163710832595825,3705.0,1371.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9959878325462341,0.18589963018894196,4720.0,1387.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9993233680725098,0.18450027704238892,3966.0,1424.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9993085861206055,0.18215885758399963,4975.0,1435.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9985617995262146,0.16986019909381866,5367.0,1477.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9945079684257507,0.14885087311267853,4021.0,1481.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9954594969749451,0.1789747029542923,4233.0,1482.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9907426238059998,0.1860603541135788,5303.0,1533.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9998427629470825,0.19528169929981232,3604.0,1540.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.999427855014801,0.18972890079021454,4567.0,1558.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.990003764629364,0.06900239735841751,4577.0,1561.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.999560534954071,0.21179471909999847,3737.0,1634.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9982832670211792,0.1882508397102356,5251.0,1667.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9968013763427734,0.18370521068572998,5341.0,1679.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9999064207077026,0.18769825994968414,3912.0,1698.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9997758269309998,0.18906868994235992,4927.0,1758.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9998863935470581,0.19717943668365479,3423.0,1764.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9999767541885376,0.18602226674556732,3744.0,1858.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9957784414291382,0.17283987998962402,3675.0,1914.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9984021782875061,0.14467252790927887,5084.0,1956.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9998835325241089,0.18731394410133362,4789.0,2024.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,6,0.03147150203585625,0.0730622336268425,5651.0,2045.0,1,0,109,1,0,2,waterbuck
L_11_05_16_DSC01397.JPG,3,0.9996702671051025,0.19706517457962036,3907.0,2086.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9899507164955139,0.21205826103687286,4843.0,2159.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.998390793800354,0.2154383808374405,3438.0,2188.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9981086254119873,0.19295252859592438,4825.0,2321.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9721240401268005,0.19413983821868896,5899.0,2423.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9998841285705566,0.17646607756614685,5247.0,2462.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9993970394134521,0.09002141654491425,5255.0,2468.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9970386028289795,0.21312613785266876,4775.0,2509.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9927096366882324,0.1922445297241211,4875.0,2575.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9978296160697937,0.0667039230465889,5537.0,2617.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9862927198410034,0.15451958775520325,5081.0,2619.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.999638557434082,0.17606975138187408,5535.0,2627.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,4,0.0167654100805521,0.05821064114570618,5755.0,2631.0,1,0,109,1,0,2,topi
L_11_05_16_DSC01397.JPG,3,0.9996381998062134,0.05069699138402939,5521.0,2633.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9996349811553955,0.18890714645385742,5335.0,2646.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.5142586827278137,0.07085011899471283,5567.0,2764.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9917182922363281,0.15200254321098328,5611.0,2773.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9990718364715576,0.20148411393165588,4859.0,2783.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,3,0.9994516968727112,0.19230090081691742,5369.0,2977.0,1,0,109,1,0,2,kob
L_11_05_16_DSC01397.JPG,1,0.7805605530738831,0.16776084899902344,5631.0,3003.0,1,0,109,1,0,2,buffalo
