images,x,y,labels
L_07_05_16_DSC00414.JPG,5779.5,675.5,2
L_07_05_16_DSC00414.JPG,5907.5,716.5,2
L_07_05_16_DSC00414.JPG,5958.0,688.0,2
L_07_05_16_DSC00414.JPG,5980.5,717.0,2
L_07_05_16_DSC00414.JPG,5890.0,675.5,2
L_07_05_16_DSC00414.JPG,5856.5,654.0,2
L_07_05_16_DSC00414.JPG,5833.0,620.5,2
L_07_05_16_DSC00414.JPG,5959.0,643.0,2
L_07_05_16_DSC00414.JPG,5912.0,614.5,2
L_07_05_16_DSC00414.JPG,5877.5,576.0,2
L_07_05_16_DSC00414.JPG,5799.5,521.5,2
L_07_05_16_DSC00414.JPG,5856.0,528.5,2
L_07_05_16_DSC00414.JPG,5868.0,435.0,2
L_07_05_16_DSC00414.JPG,5905.5,479.0,2
L_07_05_16_DSC00414.JPG,5917.0,513.0,2
L_07_05_16_DSC00414.JPG,5973.0,535.0,2
L_07_05_16_DSC00414.JPG,5977.0,578.5,2
L_07_05_16_DSC00414.JPG,5939.5,551.5,2
L_07_05_16_DSC00414.JPG,5935.0,274.0,2
L_07_05_16_DSC00414.JPG,5789.0,274.0,2
L_07_05_16_DSC00414.JPG,5768.5,322.5,2
L_07_05_16_DSC00414.JPG,5805.0,323.0,2
L_07_05_16_DSC00414.JPG,5830.5,298.0,2
L_07_05_16_DSC00415.JPG,5916.0,2709.5,2
L_07_05_16_DSC00415.JPG,5566.5,2453.0,2
L_07_05_16_DSC00415.JPG,5698.5,2343.0,2
L_07_05_16_DSC00415.JPG,5801.5,2417.0,2
L_07_05_16_DSC00415.JPG,5809.0,2465.0,2
L_07_05_16_DSC00415.JPG,5771.5,2441.0,2
L_07_05_16_DSC00415.JPG,5788.5,2502.0,2
L_07_05_16_DSC00415.JPG,5866.5,2526.0,2
L_07_05_16_DSC00415.JPG,5955.5,2456.5,2
L_07_05_16_DSC00415.JPG,5959.0,2496.0,2
L_07_05_16_DSC00415.JPG,5979.5,2373.5,2
L_07_05_16_DSC00415.JPG,5976.5,1996.0,2
L_07_05_16_DSC00415.JPG,5986.0,2213.0,2
L_07_05_16_DSC00422.JPG,3770.5,769.0,4
L_07_05_16_DSC00423.JPG,3976.5,2607.0,4
L_07_05_16_DSC00440.JPG,4795.0,550.0,4
L_07_05_16_DSC00441.JPG,4780.5,2565.5,4
L_07_05_16_DSC00441.JPG,3061.5,985.0,2
L_07_05_16_DSC00454.JPG,4501.5,288.5,4
L_07_05_16_DSC00454.JPG,4530.0,100.5,4
L_07_05_16_DSC00455.JPG,4935.0,1727.5,4
L_07_05_16_DSC00455.JPG,4915.5,1938.5,4
L_07_05_16_DSC00456.JPG,5170.5,3760.5,4
L_07_05_16_DSC00468.JPG,2304.5,2152.5,5
L_07_05_16_DSC00544.JPG,4233.0,1359.5,4
L_07_05_16_DSC00544.JPG,3905.5,1305.0,4
L_07_05_16_DSC00544.JPG,3905.0,1314.5,4
L_07_05_16_DSC00544.JPG,3737.5,1298.5,4
L_07_05_16_DSC00544.JPG,3733.5,1290.5,4
L_07_05_16_DSC00544.JPG,3724.0,1281.0,4
L_07_05_16_DSC00544.JPG,3759.5,1261.5,4
L_07_05_16_DSC00545.JPG,4464.5,2885.0,4
L_07_05_16_DSC00545.JPG,4144.5,2831.0,4
L_07_05_16_DSC00545.JPG,4147.5,2842.5,4
L_07_05_16_DSC00545.JPG,3983.5,2821.5,4
L_07_05_16_DSC00545.JPG,3975.0,2816.0,4
L_07_05_16_DSC00545.JPG,3969.0,2798.5,4
L_07_05_16_DSC00545.JPG,4002.5,2787.0,4
L_07_05_16_DSC00550.JPG,1311.0,1664.5,1
L_07_05_16_DSC00550.JPG,3939.0,721.0,1
L_07_05_16_DSC00551.JPG,1527.0,3573.0,1
L_07_05_16_DSC00551.JPG,4143.5,2774.0,1
L_07_05_16_DSC00551.JPG,1862.0,210.0,4
L_07_05_16_DSC00551.JPG,1774.0,281.0,4
L_07_05_16_DSC00551.JPG,1685.0,155.0,4
L_07_05_16_DSC00552.JPG,1955.5,2108.5,4
L_07_05_16_DSC00552.JPG,1858.0,2193.0,4
L_07_05_16_DSC00552.JPG,1769.0,2039.0,4
L_07_05_16_DSC00552.JPG,1863.5,1839.5,4
L_07_05_16_DSC00553.JPG,1902.5,3919.5,4
L_07_05_16_DSC00553.JPG,1712.5,3856.0,4
L_07_05_16_DSC00553.JPG,1810.5,3670.5,4
L_07_05_16_DSC00557.JPG,2856.0,1287.5,3
L_07_05_16_DSC00558.JPG,2934.0,3276.5,3
L_07_05_16_DSC00559.JPG,5449.0,1420.0,3
L_07_05_16_DSC00560.JPG,4955.0,1385.0,3
L_07_05_16_DSC00560.JPG,5743.0,3353.0,3
L_07_05_16_DSC00561.JPG,4931.5,3232.5,3
L_07_05_16_DSC00561.JPG,888.5,169.5,3
L_07_05_16_DSC00562.JPG,1296.5,2585.5,3
L_07_05_16_DSC00562.JPG,3467.0,61.5,1
L_07_05_16_DSC00563.JPG,3856.5,1968.0,1
L_07_05_16_DSC00563.JPG,3193.5,760.0,3
L_07_05_16_DSC00563.JPG,1798.0,589.5,3
L_07_05_16_DSC00563.JPG,2175.5,1106.0,4
L_07_05_16_DSC00563.JPG,2020.0,1131.0,4
L_07_05_16_DSC00564.JPG,2147.5,2950.0,4
L_07_05_16_DSC00564.JPG,1985.0,2977.5,4
L_07_05_16_DSC00564.JPG,1723.5,2437.5,3
L_07_05_16_DSC00564.JPG,3154.0,2569.0,3
L_07_05_16_DSC00564.JPG,1502.0,1215.5,3
L_07_05_16_DSC00564.JPG,3836.5,3718.0,1
L_07_05_16_DSC00565.JPG,5430.5,1868.0,3
L_07_05_16_DSC00565.JPG,1870.0,3458.0,3
L_07_05_16_DSC00572.JPG,4539.0,1156.0,3
L_07_05_16_DSC00573.JPG,4494.0,1229.5,3
L_07_05_16_DSC00573.JPG,4663.5,3395.0,3
L_07_05_16_DSC00574.JPG,4796.5,3748.5,3
L_07_05_16_DSC00574.JPG,2378.0,113.5,3
L_07_05_16_DSC00575.JPG,2727.5,2086.5,3
L_07_05_16_DSC00576.JPG,2863.5,1718.5,3
L_07_05_16_DSC00576.JPG,1503.5,669.5,3
L_07_05_16_DSC00577.JPG,1723.0,3234.0,3
L_07_05_16_DSC00578.JPG,406.0,1067.5,3
L_07_05_16_DSC00579.JPG,625.5,3058.5,3
L_07_05_16_DSC00579.JPG,596.5,1748.5,3
L_07_05_16_DSC00585.JPG,2884.0,729.5,3
L_07_05_16_DSC00586.JPG,2939.0,2743.0,3
L_07_05_16_DSC00601.JPG,1581.0,475.5,3
L_07_05_16_DSC00601.JPG,2270.5,63.0,1
L_07_05_16_DSC00601.JPG,3124.0,1079.5,1
L_07_05_16_DSC00602.JPG,2468.0,2261.0,1
L_07_05_16_DSC00602.JPG,3418.5,3324.5,1
L_07_05_16_DSC00602.JPG,1762.5,2741.0,3
L_07_05_16_DSC00603.JPG,577.5,313.5,2
L_07_05_16_DSC00603.JPG,102.5,747.0,2
L_07_05_16_DSC00603.JPG,267.0,945.5,2
L_07_05_16_DSC00603.JPG,106.0,980.5,2
L_07_05_16_DSC00604.JPG,1943.0,1634.0,2
L_07_05_16_DSC00604.JPG,2083.5,1541.5,2
L_07_05_16_DSC00604.JPG,2165.5,1816.5,2
L_07_05_16_DSC00604.JPG,2074.5,1861.0,2
L_07_05_16_DSC00604.JPG,2275.5,1897.5,2
L_07_05_16_DSC00604.JPG,2153.5,1926.5,2
L_07_05_16_DSC00604.JPG,888.0,2541.0,2
L_07_05_16_DSC00604.JPG,259.0,2489.0,2
L_07_05_16_DSC00604.JPG,639.0,3244.5,2
L_07_05_16_DSC00604.JPG,424.0,3238.5,2
L_07_05_16_DSC00604.JPG,413.0,3000.0,2
L_07_05_16_DSC00604.JPG,308.5,2990.5,2
L_07_05_16_DSC00604.JPG,244.5,3010.5,2
L_07_05_16_DSC00604.JPG,210.0,3098.5,2
L_07_05_16_DSC00604.JPG,106.0,2949.5,2
L_07_05_16_DSC00604.JPG,32.5,1441.0,2
L_07_05_16_DSC00604.JPG,107.5,3910.0,2
L_07_05_16_DSC00605.JPG,159.0,2167.0,2
L_07_05_16_DSC00605.JPG,32.5,3825.5,2
L_07_05_16_DSC00612.JPG,3200.0,2261.5,3
L_07_05_16_DSC00612.JPG,4127.0,71.5,3
L_07_05_16_DSC00613.JPG,4591.5,2331.5,3
L_07_05_16_DSC00618.JPG,3527.0,876.5,4
L_07_05_16_DSC00619.JPG,3832.5,3204.0,4
L_07_05_16_DSC00630.JPG,206.5,931.5,2
L_07_05_16_DSC00630.JPG,98.0,1767.0,2
L_07_05_16_DSC00630.JPG,37.0,1870.5,2
L_07_05_16_DSC00630.JPG,52.0,2313.0,2
L_07_05_16_DSC00631.JPG,1554.5,60.0,2
L_07_05_16_DSC00631.JPG,1890.0,217.0,2
L_07_05_16_DSC00631.JPG,1271.0,139.5,2
L_07_05_16_DSC00631.JPG,1212.5,190.5,2
L_07_05_16_DSC00631.JPG,1167.5,659.5,2
L_07_05_16_DSC00631.JPG,957.0,576.5,2
L_07_05_16_DSC00631.JPG,1088.5,996.5,2
L_07_05_16_DSC00631.JPG,874.5,1002.0,2
L_07_05_16_DSC00631.JPG,798.5,1085.5,2
L_07_05_16_DSC00631.JPG,424.0,925.5,2
L_07_05_16_DSC00631.JPG,290.0,808.5,2
L_07_05_16_DSC00631.JPG,349.0,1118.5,2
L_07_05_16_DSC00631.JPG,52.0,974.0,2
L_07_05_16_DSC00631.JPG,18.5,1059.5,2
L_07_05_16_DSC00631.JPG,103.5,1863.5,2
L_07_05_16_DSC00631.JPG,58.5,1956.5,2
L_07_05_16_DSC00631.JPG,328.5,2258.0,2
L_07_05_16_DSC00631.JPG,552.5,2308.0,2
L_07_05_16_DSC00631.JPG,90.5,3142.5,2
L_07_05_16_DSC00631.JPG,23.5,3094.0,2
L_07_05_16_DSC00631.JPG,598.5,3520.0,2
L_07_05_16_DSC00631.JPG,309.0,3821.5,2
L_07_05_16_DSC00631.JPG,27.0,3494.0,2
L_07_05_16_DSC00632.JPG,590.5,2343.5,2
L_07_05_16_DSC00632.JPG,546.5,2356.5,2
L_07_05_16_DSC00632.JPG,451.5,2361.0,2
L_07_05_16_DSC00632.JPG,28.0,2185.5,2
L_07_05_16_DSC00632.JPG,21.0,2341.5,2
L_07_05_16_DSC00632.JPG,1748.0,2407.5,2
L_07_05_16_DSC00632.JPG,1809.0,2541.5,2
L_07_05_16_DSC00632.JPG,2138.5,2760.0,2
L_07_05_16_DSC00632.JPG,1517.5,2612.5,2
L_07_05_16_DSC00632.JPG,1452.5,2666.0,2
L_07_05_16_DSC00632.JPG,1393.0,3148.5,2
L_07_05_16_DSC00632.JPG,1178.0,3061.0,2
L_07_05_16_DSC00632.JPG,15.0,3094.0,2
L_07_05_16_DSC00632.JPG,487.5,3230.5,2
L_07_05_16_DSC00632.JPG,607.5,3353.0,2
L_07_05_16_DSC00632.JPG,203.5,3377.5,2
L_07_05_16_DSC00632.JPG,147.0,3472.0,2
L_07_05_16_DSC00632.JPG,81.0,3568.0,2
L_07_05_16_DSC00632.JPG,485.5,3569.5,2
L_07_05_16_DSC00632.JPG,1279.5,3470.0,2
L_07_05_16_DSC00632.JPG,1060.0,3461.0,2
L_07_05_16_DSC00632.JPG,963.5,3520.5,2
L_07_05_16_DSC00632.JPG,12.5,3740.0,2
L_07_05_16_DSC00633.JPG,1359.0,1989.5,2
L_07_05_16_DSC00633.JPG,1346.0,2107.5,2
L_07_05_16_DSC00642.JPG,3008.5,1653.5,5
L_07_05_16_DSC00645.JPG,3407.5,1558.0,1
L_07_05_16_DSC00645.JPG,3194.5,1033.5,1
L_07_05_16_DSC00645.JPG,2393.0,900.0,1
L_07_05_16_DSC00645.JPG,2274.0,1006.5,1
L_07_05_16_DSC00645.JPG,2155.0,275.0,1
L_07_05_16_DSC00645.JPG,2200.5,152.5,1
L_07_05_16_DSC00645.JPG,3245.0,549.0,1
L_07_05_16_DSC00645.JPG,3134.5,359.5,1
L_07_05_16_DSC00645.JPG,3139.0,389.0,1
L_07_05_16_DSC00646.JPG,3540.5,3865.0,1
L_07_05_16_DSC00646.JPG,3356.5,3362.5,1
L_07_05_16_DSC00646.JPG,2612.0,3376.0,1
L_07_05_16_DSC00646.JPG,2446.0,3326.5,1
L_07_05_16_DSC00646.JPG,3426.5,2898.0,1
L_07_05_16_DSC00646.JPG,3314.5,2722.0,1
L_07_05_16_DSC00646.JPG,3320.0,2754.0,1
L_07_05_16_DSC00646.JPG,2342.0,2613.5,1
L_07_05_16_DSC00646.JPG,2392.5,2482.0,1
L_07_05_16_DSC00646.JPG,2928.0,1989.0,1
L_07_05_16_DSC00646.JPG,2089.0,1996.5,1
L_07_05_16_DSC00646.JPG,3181.5,1298.0,1
L_07_05_16_DSC00646.JPG,2850.0,1097.5,1
L_07_05_16_DSC00646.JPG,2400.5,1164.0,1
L_07_05_16_DSC00646.JPG,3410.0,781.0,1
L_07_05_16_DSC00646.JPG,3789.0,687.5,1
L_07_05_16_DSC00646.JPG,3831.5,646.5,1
L_07_05_16_DSC00646.JPG,4366.0,472.5,1
L_07_05_16_DSC00646.JPG,4077.5,434.5,1
L_07_05_16_DSC00646.JPG,4088.5,339.5,1
L_07_05_16_DSC00646.JPG,3934.0,480.0,1
L_07_05_16_DSC00646.JPG,3939.0,422.5,1
L_07_05_16_DSC00646.JPG,3400.5,579.0,1
L_07_05_16_DSC00646.JPG,3494.5,458.5,1
L_07_05_16_DSC00646.JPG,3486.5,491.5,1
L_07_05_16_DSC00646.JPG,3395.5,454.0,1
L_07_05_16_DSC00646.JPG,3306.0,381.0,1
L_07_05_16_DSC00646.JPG,3937.5,165.5,1
L_07_05_16_DSC00646.JPG,3916.5,131.0,1
L_07_05_16_DSC00646.JPG,2726.5,86.5,1
L_07_05_16_DSC00646.JPG,2496.0,352.0,1
L_07_05_16_DSC00646.JPG,1020.5,186.0,1
L_07_05_16_DSC00646.JPG,748.0,489.5,1
L_07_05_16_DSC00647.JPG,3408.0,3757.0,1
L_07_05_16_DSC00647.JPG,3167.5,3612.5,1
L_07_05_16_DSC00647.JPG,2779.5,3689.0,1
L_07_05_16_DSC00647.JPG,3590.5,3230.0,1
L_07_05_16_DSC00647.JPG,3945.5,3109.0,1
L_07_05_16_DSC00647.JPG,3992.0,3078.5,1
L_07_05_16_DSC00647.JPG,3579.5,3042.5,1
L_07_05_16_DSC00647.JPG,3666.0,2926.0,1
L_07_05_16_DSC00647.JPG,3660.0,2944.5,1
L_07_05_16_DSC00647.JPG,3573.0,2916.0,1
L_07_05_16_DSC00647.JPG,3479.0,2853.5,1
L_07_05_16_DSC00647.JPG,4083.0,2901.0,1
L_07_05_16_DSC00647.JPG,4089.0,2848.0,1
L_07_05_16_DSC00647.JPG,4223.5,2856.0,1
L_07_05_16_DSC00647.JPG,4238.0,2767.5,1
L_07_05_16_DSC00647.JPG,4504.0,2874.5,1
L_07_05_16_DSC00647.JPG,4098.0,2608.5,1
L_07_05_16_DSC00647.JPG,4058.0,2579.5,1
L_07_05_16_DSC00647.JPG,3182.5,2343.0,1
L_07_05_16_DSC00647.JPG,3158.5,2341.0,1
L_07_05_16_DSC00647.JPG,3371.0,2215.5,1
L_07_05_16_DSC00647.JPG,3429.0,2166.5,1
L_07_05_16_DSC00647.JPG,4722.5,2365.5,1
L_07_05_16_DSC00647.JPG,4693.5,2341.5,1
L_07_05_16_DSC00647.JPG,4686.0,2288.0,1
L_07_05_16_DSC00647.JPG,4742.0,2285.5,1
L_07_05_16_DSC00647.JPG,4861.0,2199.5,1
L_07_05_16_DSC00647.JPG,4857.5,2230.0,1
L_07_05_16_DSC00647.JPG,5469.0,2322.5,1
L_07_05_16_DSC00647.JPG,5548.5,2245.0,1
L_07_05_16_DSC00647.JPG,5661.0,1924.0,1
L_07_05_16_DSC00647.JPG,5554.5,1992.0,1
L_07_05_16_DSC00647.JPG,5044.0,1943.0,1
L_07_05_16_DSC00647.JPG,4928.0,1937.5,1
L_07_05_16_DSC00647.JPG,4070.5,1743.0,1
L_07_05_16_DSC00647.JPG,4161.0,1373.5,1
L_07_05_16_DSC00647.JPG,2901.0,2606.0,1
L_07_05_16_DSC00647.JPG,2685.5,2865.0,1
L_07_05_16_DSC00647.JPG,1205.5,2779.0,1
L_07_05_16_DSC00647.JPG,949.5,3089.0,1
L_07_05_16_DSC00647.JPG,4187.0,842.0,1
L_07_05_16_DSC00647.JPG,4107.5,772.5,1
L_07_05_16_DSC00648.JPG,4567.5,3764.5,1
L_07_05_16_DSC00648.JPG,4608.0,3228.0,1
L_07_05_16_DSC00648.JPG,4525.5,3175.0,1
L_07_05_16_DSC00648.JPG,4835.5,2183.5,1
L_07_05_16_DSC00648.JPG,4804.5,2263.0,1
L_07_05_16_DSC00648.JPG,4459.5,2110.0,1
L_07_05_16_DSC00648.JPG,4940.0,1883.5,1
L_07_05_16_DSC00648.JPG,4732.0,1914.5,1
L_07_05_16_DSC00648.JPG,4680.5,1945.0,1
L_07_05_16_DSC00648.JPG,4660.0,2038.0,1
L_07_05_16_DSC00648.JPG,5332.5,1560.0,1
L_07_05_16_DSC00648.JPG,5298.5,1527.0,1
L_07_05_16_DSC00648.JPG,4787.0,1355.5,1
L_07_05_16_DSC00648.JPG,5407.5,1324.5,1
L_07_05_16_DSC00648.JPG,5334.0,1264.5,1
L_07_05_16_DSC00648.JPG,2132.0,165.5,2
L_07_05_16_DSC00648.JPG,1745.5,841.5,2
L_07_05_16_DSC00648.JPG,1177.5,1055.5,2
L_07_05_16_DSC00648.JPG,981.5,1494.5,2
L_07_05_16_DSC00649.JPG,2087.5,2188.5,2
L_07_05_16_DSC00649.JPG,1569.5,2578.0,2
L_07_05_16_DSC00649.JPG,2853.0,2931.5,2
L_07_05_16_DSC00649.JPG,2372.5,3715.0,2
L_07_05_16_DSC00649.JPG,1810.0,3887.0,2
L_07_05_16_DSC00653.JPG,322.0,1292.0,1
L_07_05_16_DSC00654.JPG,3263.0,457.0,1
L_07_05_16_DSC00654.JPG,1299.5,2775.0,1
L_07_05_16_DSC00655.JPG,4937.0,2904.0,1
L_07_05_16_DSC00693.JPG,1549.5,1040.5,1
L_07_05_16_DSC00693.JPG,792.5,1295.0,1
L_07_05_16_DSC00693.JPG,770.0,768.5,1
L_07_05_16_DSC00693.JPG,1040.0,711.0,1
L_07_05_16_DSC00693.JPG,977.5,620.0,1
L_07_05_16_DSC00693.JPG,873.5,1697.0,1
L_07_05_16_DSC00693.JPG,39.5,1268.0,1
L_07_05_16_DSC00693.JPG,127.5,1121.0,1
L_07_05_16_DSC00693.JPG,74.0,1106.5,1
L_07_05_16_DSC00693.JPG,65.5,953.0,1
L_07_05_16_DSC00693.JPG,469.5,240.0,1
L_07_05_16_DSC00693.JPG,548.5,63.0,1
L_07_05_16_DSC00693.JPG,1296.5,198.5,1
L_07_05_16_DSC00693.JPG,2258.5,429.5,1
L_07_05_16_DSC00693.JPG,2338.0,268.0,1
L_07_05_16_DSC00693.JPG,2507.5,175.5,1
L_07_05_16_DSC00693.JPG,2208.5,130.0,1
L_07_05_16_DSC00694.JPG,1004.5,3722.0,1
L_07_05_16_DSC00694.JPG,1661.0,3069.5,1
L_07_05_16_DSC00694.JPG,915.5,3315.5,1
L_07_05_16_DSC00694.JPG,170.0,3294.5,1
L_07_05_16_DSC00694.JPG,259.0,3145.5,1
L_07_05_16_DSC00694.JPG,199.5,3145.0,1
L_07_05_16_DSC00694.JPG,25.5,3245.5,1
L_07_05_16_DSC00694.JPG,197.5,2976.5,1
L_07_05_16_DSC00694.JPG,26.0,3046.0,1
L_07_05_16_DSC00694.JPG,16.5,2912.0,1
L_07_05_16_DSC00694.JPG,887.0,2788.0,1
L_07_05_16_DSC00694.JPG,1137.5,2726.5,1
L_07_05_16_DSC00694.JPG,1095.0,2637.0,1
L_07_05_16_DSC00694.JPG,1396.5,2223.5,1
L_07_05_16_DSC00694.JPG,662.5,2057.5,1
L_07_05_16_DSC00694.JPG,605.5,2112.5,1
L_07_05_16_DSC00694.JPG,1807.5,1881.0,1
L_07_05_16_DSC00694.JPG,1710.5,1864.0,1
L_07_05_16_DSC00694.JPG,1891.0,1716.0,1
L_07_05_16_DSC00694.JPG,1624.5,1627.0,1
L_07_05_16_DSC00694.JPG,1541.5,1486.5,1
L_07_05_16_DSC00694.JPG,1924.0,1151.5,1
L_07_05_16_DSC00694.JPG,1501.0,1281.0,1
L_07_05_16_DSC00694.JPG,1460.5,1116.5,1
L_07_05_16_DSC00694.JPG,1277.5,759.0,1
L_07_05_16_DSC00694.JPG,1257.0,742.0,1
L_07_05_16_DSC00694.JPG,2750.5,175.5,1
L_07_05_16_DSC00694.JPG,859.5,1471.0,1
L_07_05_16_DSC00694.JPG,61.0,1582.5,1
L_07_05_16_DSC00694.JPG,31.0,1548.0,1
L_07_05_16_DSC00694.JPG,225.0,1108.5,1
L_07_05_16_DSC00694.JPG,584.5,41.0,1
L_07_05_16_DSC00695.JPG,90.0,3690.0,1
L_07_05_16_DSC00695.JPG,57.5,3633.5,1
L_07_05_16_DSC00695.JPG,298.0,3170.5,1
L_07_05_16_DSC00695.JPG,922.5,3574.0,1
L_07_05_16_DSC00695.JPG,1391.5,3614.0,1
L_07_05_16_DSC00695.JPG,1685.0,3972.0,1
L_07_05_16_DSC00695.JPG,1607.5,3816.5,1
L_07_05_16_DSC00695.JPG,1939.5,3263.5,1
L_07_05_16_DSC00695.JPG,1497.0,3362.5,1
L_07_05_16_DSC00695.JPG,1476.5,3437.5,1
L_07_05_16_DSC00695.JPG,1495.5,3120.5,1
L_07_05_16_DSC00695.JPG,1418.0,3018.0,1
L_07_05_16_DSC00695.JPG,1268.5,2711.0,1
L_07_05_16_DSC00695.JPG,1080.0,2648.0,1
L_07_05_16_DSC00695.JPG,701.5,2103.0,1
L_07_05_16_DSC00695.JPG,3058.5,1844.5,1
L_07_05_16_DSC00695.JPG,3550.0,1681.5,1
L_07_05_16_DSC00695.JPG,2599.0,1437.0,1
L_07_05_16_DSC00695.JPG,2607.5,1223.5,1
L_07_05_16_DSC00695.JPG,2799.5,1113.5,1
L_07_05_16_DSC00695.JPG,3585.0,1172.0,1
L_07_05_16_DSC00695.JPG,2989.0,845.5,1
L_07_05_16_DSC00695.JPG,2524.0,715.0,1
L_07_05_16_DSC00695.JPG,2741.5,641.5,1
L_07_05_16_DSC00695.JPG,2803.5,456.0,1
L_07_05_16_DSC00695.JPG,3224.5,834.0,1
L_07_05_16_DSC00695.JPG,3249.5,787.0,1
L_07_05_16_DSC00695.JPG,3770.5,1042.0,1
L_07_05_16_DSC00695.JPG,3771.0,761.5,1
L_07_05_16_DSC00695.JPG,3772.5,687.0,1
L_07_05_16_DSC00695.JPG,3819.5,273.0,1
L_07_05_16_DSC00695.JPG,3303.0,225.5,1
L_07_05_16_DSC00695.JPG,2989.5,141.5,1
